site,id,title,dateArrive,dateDepart,localisation,prix,prixbis,avis,nombreNuits,notes,images
hotels.com,"Los Angeles",Hotel Bel-Air - Dorchester Collection,15/02/2021,21/02/2021,Bel Air,,4 006 €,96 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",Shutters on the Beach,15/02/2021,21/02/2021,Downtown,,3 135 €,102 avis,pour 1 chambre pour 6 nuits,"Fantastique 8,8",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Peninsula Tokyo,15/02/2021,21/02/2021,Yūrakuchō,,1 967 €,212 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Capitol Hotel Tokyu,15/02/2021,21/02/2021,Nagatachō,2 111 €,,391 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Peninsula Tokyo,15/02/2021,21/02/2021,Yūrakuchō,,1 967 €,212 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",1 Hotel West Hollywood,08/02/2021,14/02/2021,West Hollywood,1 975 €,,277 avis,pour 1 chambre pour 6 nuits,"Fantastique 8,8",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Mandarin Oriental Tokyo,15/02/2021,21/02/2021,Nihonbashimuromachi,2 098 €,,102 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Palace Hotel Tokyo,15/02/2021,21/02/2021,Marunouchi,,2 364 €,411 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles", The London West Hollywood at Beverly Hills,08/02/2021,14/02/2021,Norma Triangle,,2 169 €,406 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Park Hyatt Tokyo,15/02/2021,21/02/2021,Quartier d’affaires Nishi Shinjuku,,2 905 €,314 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Okura Tokyo,15/02/2021,21/02/2021,Toranomon,,2 395 €,70 avis,pour 1 chambre pour 6 nuits,"Excellent 9,0",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",Casa Del Mar,08/02/2021,14/02/2021,Ocean Park,,2 748 €,260 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",The Beverly Hills Hotel - Dorchester Collection,08/02/2021,14/02/2021,The Flats,,4 131 €,239 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Capitol Hotel Tokyu,15/02/2021,21/02/2021,Nagatachō,2 111 €,,391 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Kimpton Shinjuku Tokyo,15/02/2021,21/02/2021,Quartier d’affaires Nishi Shinjuku,,2 123 €,3 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",Viceroy L'Ermitage Beverly Hills,08/02/2021,14/02/2021,Beverly Hills,2 892 €,,260 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",1 Hotel West Hollywood,08/02/2021,14/02/2021,West Hollywood,1 975 €,,277 avis,pour 1 chambre pour 6 nuits,"Fantastique 8,8",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Four Seasons Hotel Tokyo at Otemachi,15/02/2021,21/02/2021,Ōtemachi,,2 310 €,7 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",Four Seasons Los Angeles at Beverly Hills,08/02/2021,14/02/2021,Beverly Grove,,2 501 €,191 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",Kimpton La Peer Hotel,08/02/2021,14/02/2021,West Hollywood,1 804 €,,145 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles", The London West Hollywood at Beverly Hills,08/02/2021,14/02/2021,Norma Triangle,,2 169 €,406 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",Casa Del Mar,08/02/2021,14/02/2021,Ocean Park,,2 748 €,260 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles","Beverly Wilshire - Beverly Hills, A Four Seasons Hotel",08/02/2021,14/02/2021,Beverly Hills,,2 767 €,338 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",The Beverly Hills Hotel - Dorchester Collection,08/02/2021,14/02/2021,The Flats,,4 131 €,239 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Los Angeles",Viceroy L'Ermitage Beverly Hills,08/02/2021,14/02/2021,Beverly Hills,2 892 €,,260 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Capitol Hotel Tokyu,08/02/2021,14/02/2021,Nagatachō,2 111 €,,391 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Palace Hotel Tokyo,08/02/2021,14/02/2021,Marunouchi,,2 364 €,411 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Park Hyatt Tokyo,08/02/2021,14/02/2021,Quartier d’affaires Nishi Shinjuku,,2 905 €,314 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Okura Tokyo,08/02/2021,14/02/2021,Toranomon,,2 395 €,70 avis,pour 1 chambre pour 6 nuits,"Excellent 9,0",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Capitol Hotel Tokyu,08/02/2021,14/02/2021,Nagatachō,2 111 €,,391 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Kimpton Shinjuku Tokyo,08/02/2021,14/02/2021,Quartier d’affaires Nishi Shinjuku,,2 112 €,3 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Four Seasons Hotel Tokyo at Otemachi,08/02/2021,14/02/2021,Ōtemachi,,2 310 €,7 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo","Shangri-La Hotel, Tokyo",08/02/2021,14/02/2021,Nihonbashi,,2 179 €,191 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel",08/02/2021,14/02/2021,Kioicho,2 778 €,,252 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Capitol Hotel Tokyu,22/02/2021,28/02/2021,Nagatachō,2 111 €,,391 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Palace Hotel Tokyo,22/02/2021,28/02/2021,Marunouchi,,2 364 €,411 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Park Hyatt Tokyo,22/02/2021,28/02/2021,Quartier d’affaires Nishi Shinjuku,,2 905 €,314 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Okura Tokyo,22/02/2021,28/02/2021,Toranomon,,2 395 €,70 avis,pour 1 chambre pour 6 nuits,"Excellent 9,0",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",The Capitol Hotel Tokyu,22/02/2021,28/02/2021,Nagatachō,2 111 €,,391 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,6",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Kimpton Shinjuku Tokyo,22/02/2021,28/02/2021,Quartier d’affaires Nishi Shinjuku,,2 110 €,3 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo",Four Seasons Hotel Tokyo at Otemachi,22/02/2021,28/02/2021,Ōtemachi,,2 310 €,7 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo","Shangri-La Hotel, Tokyo",22/02/2021,28/02/2021,Nihonbashi,,2 179 €,191 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel",22/02/2021,28/02/2021,Kioicho,2 778 €,,252 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Address Downtown,22/02/2021,28/02/2021,Downtown Dubaï,2 145 €,,107 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Armani Hotel Dubai,22/02/2021,28/02/2021,Downtown Dubaï,2 677 €,,232 avis,pour 1 chambre pour 6 nuits,"Excellent 9,0",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Jumeirah Mina A Salam,22/02/2021,28/02/2021,Al Sufouh 1,2 891 €,,322 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Address Boulevard,22/02/2021,28/02/2021,Downtown Dubaï,2 190 €,,102 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Address Dubai Mall,22/02/2021,28/02/2021,Downtown Dubaï,2 079 €,,232 avis,pour 1 chambre pour 6 nuits,"Fantastique 8,8",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Address Downtown,22/02/2021,28/02/2021,Downtown Dubaï,2 145 €,,107 avis,pour 1 chambre pour 6 nuits,"Excellent 9,2",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Armani Hotel Dubai,22/02/2021,28/02/2021,Downtown Dubaï,2 677 €,,232 avis,pour 1 chambre pour 6 nuits,"Excellent 9,0",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Jumeirah Mina A Salam,22/02/2021,28/02/2021,Al Sufouh 1,2 891 €,,322 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Four Seasons Resort Dubai at Jumeirah Beach,22/02/2021,28/02/2021,Jumeirah,,4 957 €,124 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Address Fountain Views,22/02/2021,28/02/2021,Downtown Dubaï,2 013 €,,15 avis,pour 1 chambre pour 6 nuits,"Excellent 9,0",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Four Seasons Hotel Dubai International Financial Centre,22/02/2021,28/02/2021,Centre d'expositions international World Trade Center,,2 844 €,50 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Address Boulevard,22/02/2021,28/02/2021,Downtown Dubaï,2 190 €,,102 avis,pour 1 chambre pour 6 nuits,"Exceptionnel 9,4",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
hotels.com,"Dubaï",Address Dubai Mall,22/02/2021,28/02/2021,Downtown Dubaï,2 079 €,,232 avis,pour 1 chambre pour 6 nuits,"Fantastique 8,8",https://a.cdn-hotels.com/uswest2/da/assets/s/63.0.10610/images/common/core/dio/widget/1.gif
